step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
151,PAYMENT,1967.33,C000218453,291452.55,289485.22,C000559430,199294.68,0.0,0,0
85,CASH_IN,520.55,C005647139,22147.9,21627.350000000002,C001935894,199949.5,0.0,0,0
426,CASH_OUT,13423.44,C007521356,67268.55,53845.11,C001159006,315045.63,0.0,0,0
497,CASH_OUT,5286.29,C009348147,21294.46,16008.169999999998,C009800282,270118.43,0.0,0,0
377,CASH_OUT,9489.96,C007409713,47736.03,38246.07,C007890592,319329.5,0.0,0,0
225,PAYMENT,18736.09,C002720925,392808.47,374072.37999999995,C006206066,86450.08,0.0,0,0
206,TRANSFER,45215.51,C007610882,269145.87,223930.36,C003497864,326687.51,0.0,0,0
483,TRANSFER,6328.52,C009291633,105332.41,99003.89,C001059350,143953.82,0.0,0,0
603,PAYMENT,3107.85,C004658814,19853.11,16745.260000000002,C008444338,444044.1,0.0,0,0
495,PAYMENT,1118.14,C007523926,289324.84,288206.7,C000993645,300694.35,0.0,0,0
432,CASH_OUT,2191.19,C007151388,246857.18,244665.99,C004441612,40230.2,0.0,0,0
336,PAYMENT,11811.29,C003827569,401727.79,389916.5,C001530065,385190.6,0.0,0,0
411,CASH_OUT,6433.36,C008886206,334764.94,328331.58,C007751360,180431.69,0.0,0,0
192,CASH_IN,132.77,C004513606,299974.58,299841.81,C003665414,353862.28,0.0,0,0
411,PAYMENT,1662.95,C000994199,158021.76,156358.81,C002504899,239925.79,0.0,0,0
521,CASH_OUT,1881.41,C002001770,87288.85,85407.44,C001441454,442961.53,0.0,0,0
429,PAYMENT,897.62,C000248387,214902.48,214004.86000000002,C002256762,413421.92,0.0,0,0
180,TRANSFER,616.81,C007222972,370892.32,370275.51,C004970776,31898.93,0.0,0,0
227,CASH_OUT,981.79,C007336725,60195.15,59213.36,C007126459,15776.3,0.0,0,0
47,PAYMENT,1306.94,C006877995,154498.24,153191.3,C001237366,64032.8,0.0,0,0
394,PAYMENT,4296.27,C003830973,169569.18,165272.91,C001046029,35279.74,0.0,0,0
170,CASH_OUT,609.01,C003208483,149519.74,148910.72999999998,C009933559,424079.09,0.0,0,0
21,PAYMENT,3661.93,C004772830,408422.57,404760.64,C004417609,123500.53,0.0,0,0
619,PAYMENT,5188.14,C003905062,278655.33,273467.19,C003541100,478863.69,0.0,0,0
551,PAYMENT,1163.59,C005158625,47172.96,46009.37,C006010332,17168.18,0.0,0,0
289,CASH_IN,1253.2,C001492523,377273.71,376020.51,C007980637,380191.88,0.0,0,0
470,CASH_OUT,5242.46,C006602660,165912.85,160670.39,C003837206,404826.33,0.0,0,0
573,CASH_OUT,7916.87,C007792072,20459.65,12542.780000000002,C005865317,464063.44,0.0,0,0
530,CASH_OUT,44963.95,C001980267,107347.2,62383.25,C005074992,1636.24,0.0,0,0
595,CASH_IN,4218.9,C002376513,359478.41,355259.50999999995,C004122860,360253.87,0.0,0,0
15,CASH_IN,2251.68,C000737029,64152.89,61901.21,C005964916,20167.79,0.0,0,0
690,PAYMENT,1106.82,C001830958,484327.18,483220.36,C003671381,18941.93,0.0,0,0
141,CASH_IN,1560.77,C002054498,372680.9,371120.13,C007287411,357680.65,0.0,0,0
171,CASH_IN,4166.21,C000866473,112687.92,108521.70999999999,C009101164,384988.87,0.0,0,0
649,CASH_OUT,18759.56,C003923864,163275.33,144515.77,C007271721,195367.76,0.0,0,0
274,TRANSFER,5581.33,C003936006,436833.79,431252.45999999996,C005120435,80044.33,0.0,0,0
627,CASH_IN,479.82,C003091574,432094.62,431614.8,C000288877,494181.36,0.0,0,0
210,TRANSFER,675.15,C001704038,377675.47,377000.31999999995,C002334365,280735.01,0.0,0,0
502,PAYMENT,3168.75,C002195069,76156.59,72987.84,C006029850,328830.78,0.0,0,0
152,CASH_IN,367.4,C004830992,468317.63,467950.23,C009329458,498863.6,0.0,0,0
227,TRANSFER,10592.23,C000965059,240350.23,229758.0,C004407017,227300.25,0.0,0,0
156,CASH_IN,2972.79,C009403641,59331.44,56358.65,C007099548,103581.47,0.0,0,0
683,CASH_OUT,13594.74,C001834416,357773.46,344178.72000000003,C008611569,160209.39,0.0,0,0
188,PAYMENT,70766.73,C003784950,206160.52,135393.78999999998,C004982851,36254.65,0.0,0,0
118,CASH_OUT,4977.82,C002164085,367451.49,362473.67,C001166739,385400.33,0.0,0,0
261,DEBIT,2006.66,C008340073,221114.38,219107.72,C005390963,408883.64,0.0,0,0
203,TRANSFER,8705.6,C009730116,89452.79,80747.18999999999,C003121046,181991.17,0.0,0,0
105,CASH_OUT,11293.71,C009318074,111467.42,100173.70999999999,C007897256,264803.78,0.0,0,0
484,CASH_IN,1469.61,C003928501,145692.95,144223.34000000003,C006473401,247949.15,0.0,0,0
365,CASH_OUT,1043.79,C007180695,29625.93,28582.14,C007884201,387964.87,0.0,0,0
718,CASH_OUT,22984.75,C007440911,408035.95,385051.2,C007804417,125279.24,0.0,0,0
283,CASH_OUT,3279.75,C006968822,336312.11,333032.36,C003886678,466610.22,0.0,0,0
442,PAYMENT,14724.3,C002633039,14895.33,171.03000000000065,C009344354,488070.06,0.0,0,0
51,DEBIT,3126.0,C008230566,464022.33,460896.33,C004211254,350733.46,0.0,0,0
529,PAYMENT,3275.49,C003004135,27529.51,24254.019999999997,C005699565,492559.45,0.0,0,0
390,PAYMENT,9673.65,C009732826,311509.22,301835.56999999995,C009160945,189022.31,0.0,0,0
478,CASH_IN,143.88,C006265000,180219.62,180075.74,C007847567,24895.28,0.0,0,0
338,PAYMENT,863.55,C006055539,74327.03,73463.48,C002707769,416198.61,0.0,0,0
360,CASH_OUT,2479.14,C007439698,189662.93,187183.78999999998,C000546565,325103.54,0.0,0,0
401,DEBIT,6725.75,C002112369,365011.9,358286.15,C005261370,309229.13,0.0,0,0
501,PAYMENT,3448.35,C007223475,31750.46,28302.11,C004598810,189166.98,0.0,0,0
180,CASH_IN,144.6,C008522913,456532.58,456387.98000000004,C008343308,60521.12,0.0,0,0
730,DEBIT,1932.51,C005733362,359212.98,357280.47,C007491008,167228.86,0.0,0,0
639,PAYMENT,2089.16,C004098682,29643.32,27554.16,C005024935,301267.39,0.0,0,0
18,PAYMENT,13784.76,C006236801,106187.88,92403.12000000001,C000250977,217867.28,0.0,0,0
371,PAYMENT,5061.28,C002197548,475970.05,470908.76999999996,C007151610,182919.42,0.0,0,0
159,CASH_IN,35354.41,C005709380,22387.38,0.0,C000034446,317869.1,0.0,0,0
577,CASH_IN,301.41,C004891434,85525.01,85223.59999999999,C001098055,322398.03,0.0,0,0
542,CASH_IN,12109.32,C002739744,33563.21,21453.89,C009759698,129412.11,0.0,0,0
572,CASH_OUT,1342.14,C005705146,276140.45,274798.31,C008109242,275096.16,0.0,0,0
655,PAYMENT,6277.09,C006163017,3126.04,0.0,C001123117,142493.76,0.0,0,0
425,CASH_OUT,6537.53,C001515599,171865.54,165328.01,C001597081,215802.71,0.0,0,0
374,PAYMENT,1471.55,C007089872,420729.57,419258.02,C009077120,28081.98,0.0,0,0
548,PAYMENT,6647.57,C004759953,94356.6,87709.03,C004351034,102019.27,0.0,0,0
113,PAYMENT,9067.93,C001913738,213649.59,204581.66,C007149812,451723.59,0.0,0,0
661,TRANSFER,890.28,C005753865,277168.38,276278.1,C002854542,371540.67,0.0,0,0
707,TRANSFER,499.93,C000994549,452642.69,452142.76,C007865420,59507.41,0.0,0,0
555,PAYMENT,5061.86,C005885448,424390.42,419328.56,C009775092,104468.31,0.0,0,0
375,PAYMENT,66346.08,C009138333,376226.4,309880.32,C003567956,496242.68,0.0,0,0
455,DEBIT,9996.08,C001659600,273434.62,263438.54,C009521260,420684.63,0.0,0,0
741,PAYMENT,170177.17,C003168027,277828.65,107651.48000000001,C001914760,241036.48,0.0,0,0
419,PAYMENT,752.56,C005879344,395837.33,395084.77,C009413564,289067.21,0.0,0,0
167,CASH_OUT,5529.73,C007944945,6672.54,1142.8100000000004,C005869609,245725.96,0.0,0,0
676,PAYMENT,270.3,C008293528,185932.06,185661.76,C006340481,234012.1,0.0,0,0
25,CASH_OUT,21687.45,C005520597,5261.22,0.0,C006340876,264947.98,0.0,0,0
73,PAYMENT,1634.62,C001024028,324827.98,323193.36,C003241124,469266.98,0.0,0,0
231,TRANSFER,6019.21,C005778848,143009.45,136990.24000000002,C003306945,53757.43,0.0,0,0
399,CASH_OUT,830.56,C006576357,262509.05,261678.49,C002810307,57566.68,0.0,0,0
650,PAYMENT,1531.28,C001894222,422249.25,420717.97,C000829172,92952.37,0.0,0,0
337,PAYMENT,5902.29,C007616799,263069.28,257166.99000000002,C009042880,496775.66,0.0,0,0
444,CASH_IN,30372.75,C002305161,96072.43,65699.68,C004045969,156782.41,0.0,0,0
33,PAYMENT,628.12,C000011936,447701.17,447073.05,C006023923,23573.56,0.0,0,0
441,CASH_OUT,573.35,C000202574,82460.75,81887.4,C002208064,321774.25,0.0,0,0
17,CASH_IN,3396.57,C003325621,454110.31,450713.74,C009095921,452264.3,0.0,0,0
319,CASH_IN,26243.87,C002669664,143527.57,117283.70000000001,C009472460,289107.85,0.0,0,0
294,DEBIT,2641.78,C007707343,305810.68,303168.89999999997,C005917082,474572.91,0.0,0,0
341,CASH_OUT,1557.15,C006151944,456930.31,455373.16,C006160590,190536.61,0.0,0,0
79,CASH_OUT,6648.73,C008636951,328454.67,321805.94,C007733652,137456.53,0.0,0,0
360,CASH_OUT,3025.98,C004919949,371132.92,368106.94,C006968038,216450.56,0.0,0,0
648,PAYMENT,984.14,C007820383,407405.2,406421.06,C004740322,207874.32,0.0,0,0
423,CASH_IN,11298.9,C004646790,86662.52,75363.62000000001,C001178150,391993.46,0.0,0,0
126,PAYMENT,2716.72,C005118747,14101.82,11385.1,C008666261,463854.35,0.0,0,0
565,PAYMENT,47215.81,C001620110,425894.28,378678.47000000003,C002661827,327007.57,0.0,0,0
724,CASH_IN,2700.67,C002503854,215530.68,212830.00999999998,C000699996,285000.39,0.0,0,0
618,CASH_IN,2715.81,C005045237,349605.83,346890.02,C004117448,158559.13,0.0,0,0
89,CASH_IN,7591.77,C000069366,19830.47,12238.7,C008021042,390995.9,0.0,0,0
425,PAYMENT,45521.75,C007936483,229108.54,183586.79,C001812908,111789.09,0.0,0,0
357,CASH_IN,2704.1,C003000646,173922.93,171218.83,C005023295,265531.52,0.0,0,0
440,CASH_OUT,1183.78,C001357752,165351.12,164167.34,C002867116,59046.26,0.0,0,0
31,DEBIT,14842.03,C007981897,136984.57,122142.54000000001,C002484784,133415.53,0.0,0,0
458,CASH_OUT,869.09,C005021995,145152.4,144283.31,C001204888,203288.99,0.0,0,0
383,CASH_OUT,2046.47,C008815085,216594.13,214547.66,C005471774,226552.01,0.0,0,0
361,CASH_OUT,2014.26,C002731530,403239.01,401224.75,C009214888,142749.27,0.0,0,0
305,CASH_OUT,374.24,C009546574,285926.62,285552.38,C005608869,31351.57,0.0,0,0
221,CASH_OUT,3461.22,C001534068,197626.79,194165.57,C001568069,106890.84,0.0,0,0
128,PAYMENT,2418.0,C003780960,273358.9,270940.9,C008225527,44940.92,0.0,0,0
393,CASH_IN,2762.7,C003202413,427377.95,424615.25,C007594360,286251.99,0.0,0,0
538,TRANSFER,59706.08,C007745620,221786.52,162080.44,C000789575,226405.99,286112.07,1,0
287,PAYMENT,1205.77,C007991737,428840.99,427635.22,C007140569,366803.09,0.0,0,0
259,CASH_OUT,1447.01,C007725627,455491.47,454044.45999999996,C008823075,307912.87,0.0,0,0
516,CASH_OUT,3656.52,C009934493,444869.46,441212.94,C003910487,365798.81,0.0,0,0
13,CASH_OUT,2443.89,C003340224,121173.76,118729.87,C003501188,484801.3,0.0,0,0
2,PAYMENT,2100.48,C009312104,325830.42,323729.94,C002165766,181703.16,0.0,0,0
172,CASH_IN,6555.92,C006670870,387085.67,380529.75,C004380562,384724.38,0.0,0,0
377,CASH_OUT,1456.04,C002441218,78261.39,76805.35,C005109925,223514.63,0.0,0,0
7,PAYMENT,7708.52,C004655314,17617.41,9908.89,C004468773,292869.44,0.0,0,0
243,DEBIT,11822.07,C009429017,370823.27,359001.2,C000634570,297667.91,0.0,0,0
338,CASH_OUT,33521.61,C002332973,353235.54,319713.93,C000087194,139806.68,0.0,0,0
290,PAYMENT,1180.31,C000702060,423292.01,422111.7,C007636125,71007.56,0.0,0,0
593,CASH_OUT,4335.41,C008499316,268190.96,263855.55000000005,C009171708,269736.78,0.0,0,0
547,PAYMENT,1755.46,C007643683,101652.75,99897.29,C007601878,322324.67,0.0,0,0
146,CASH_IN,24026.83,C003874586,198353.05,174326.21999999997,C001824993,150718.75,0.0,0,0
373,PAYMENT,27530.25,C003559698,473656.97,446126.72,C009389472,215474.45,0.0,0,0
182,CASH_OUT,774.51,C008171831,427208.37,426433.86,C008613866,157549.21,0.0,0,0
550,PAYMENT,17865.31,C004686554,158079.94,140214.63,C002245412,241582.63,0.0,0,0
534,PAYMENT,4215.15,C005411838,178469.89,174254.74000000002,C008597511,101773.66,0.0,0,0
74,CASH_OUT,6273.64,C003408628,288526.93,282253.29,C005574793,114494.15,0.0,0,0
24,PAYMENT,6173.04,C002486253,376772.08,370599.04000000004,C007705289,139475.04,0.0,0,0
566,PAYMENT,11769.07,C002800897,74285.3,62516.23,C008254407,436590.26,0.0,0,0
573,DEBIT,7064.67,C001279560,115280.62,108215.95,C009490936,58267.62,0.0,0,0
666,PAYMENT,1794.02,C004417586,377894.92,376100.89999999997,C002662039,101632.07,0.0,0,0
547,PAYMENT,10101.67,C000337221,368093.37,357991.7,C001930511,449863.83,0.0,0,0
564,PAYMENT,1223.45,C002720853,339328.45,338105.0,C006665495,440984.82,0.0,0,0
475,CASH_IN,882.69,C000820674,249098.25,248215.56,C002777326,52374.69,0.0,0,0
601,PAYMENT,1615.71,C003034722,65312.52,63696.81,C007811387,172281.85,0.0,0,0
454,CASH_OUT,471.82,C001926101,10140.36,9668.54,C007067171,184030.55,0.0,0,0
519,CASH_IN,4818.08,C002857084,115859.42,111041.34,C004638439,422966.83,0.0,0,0
318,CASH_OUT,392.89,C008274372,51748.47,51355.58,C005059105,332220.86,0.0,0,0
340,CASH_OUT,138.61,C001383605,157007.34,156868.73,C006258012,444798.18,0.0,0,0
89,CASH_IN,490.14,C004483314,142418.53,141928.38999999998,C009804830,269595.74,0.0,0,0
533,CASH_OUT,1608.25,C006099286,26360.61,24752.36,C007855870,359818.34,0.0,0,0
70,CASH_OUT,34530.12,C006801018,295674.5,261144.38,C002632442,422055.74,0.0,0,0
642,CASH_OUT,4878.77,C006486629,250223.26,245344.49000000002,C005942711,480610.19,0.0,0,0
130,CASH_OUT,3959.94,C002261410,97225.34,93265.4,C008280761,475229.88,0.0,0,0
539,PAYMENT,1363.11,C002426280,210663.3,209300.19,C009473131,97915.79,0.0,0,0
362,CASH_IN,2221.07,C008115799,487066.85,484845.77999999997,C009899460,258709.39,0.0,0,0
352,PAYMENT,1377.63,C008315957,300.46,0.0,C005246914,377627.73,0.0,0,0
96,PAYMENT,943.73,C008722869,163177.4,162233.66999999998,C003754579,486021.15,0.0,0,0
711,DEBIT,29474.93,C003513608,237835.75,208360.82,C000689607,158078.22,0.0,0,0
659,CASH_OUT,6519.64,C005088521,202902.49,196382.84999999998,C003098817,236237.33,0.0,0,0
733,DEBIT,5043.27,C002011643,315405.47,310362.19999999995,C005421460,169510.82,0.0,0,0
76,CASH_IN,13980.2,C000293940,96206.01,82225.81,C001745991,133918.52,0.0,0,0
369,PAYMENT,7023.72,C006338074,58251.84,51228.119999999995,C000540178,39977.47,0.0,0,0
162,CASH_OUT,10035.97,C003118593,81521.63,71485.66,C005052375,457382.02,0.0,0,0
62,PAYMENT,2053.17,C004877654,46050.45,43997.28,C008962090,100221.22,0.0,0,0
100,CASH_IN,15112.74,C003084690,166799.55,151686.81,C006620570,141434.35,0.0,0,0
138,CASH_OUT,24032.19,C001061419,253268.75,229236.56,C002296426,388538.97,0.0,0,0
264,CASH_IN,15379.2,C006700705,277475.7,262096.5,C008970701,407689.57,0.0,0,0
340,CASH_OUT,31230.86,C008442701,194323.7,163092.84000000003,C003773700,218401.09,0.0,0,0
168,PAYMENT,3032.91,C000534673,309356.04,306323.13,C003829691,19381.17,0.0,0,0
674,CASH_OUT,555.19,C003111634,128073.63,127518.44,C002298005,81419.55,0.0,0,0
85,CASH_OUT,14620.05,C009375100,265351.65,250731.60000000003,C000961891,66612.42,0.0,0,0
703,TRANSFER,25133.85,C009810398,284957.95,259824.1,C000051014,319250.49,0.0,0,0
244,TRANSFER,6128.73,C004637793,232369.68,226240.94999999998,C008824566,443911.81,0.0,0,0
503,DEBIT,8853.12,C000742800,107889.45,99036.33,C001121211,359718.07,0.0,0,0
494,PAYMENT,3309.66,C003637332,408318.21,405008.55000000005,C007257979,333958.63,0.0,0,0
155,CASH_OUT,4748.8,C006913052,440422.74,435673.94,C009676550,62995.04,0.0,0,0
441,CASH_OUT,1456.24,C009258666,180748.52,179292.28,C002332009,47769.17,0.0,0,0
1,CASH_OUT,12222.29,C007897117,133244.26,121021.97,C005713943,211752.3,0.0,0,0
533,CASH_IN,619.53,C005397407,346438.48,345818.94999999995,C001673855,497499.43,0.0,0,0
696,PAYMENT,2170.8,C007276450,149451.93,147281.13,C000875816,187728.44,0.0,0,0
86,CASH_OUT,1391.96,C006811375,155219.01,153827.05000000002,C008213237,255779.99,0.0,0,0
739,CASH_OUT,8176.55,C000562888,164415.85,156239.30000000002,C003094916,398885.81,0.0,0,0
451,DEBIT,138.0,C002843498,186966.45,186828.45,C008018606,364985.38,0.0,0,0
609,CASH_OUT,11585.21,C002633860,446586.12,435000.91,C000965942,375322.38,0.0,0,0
262,CASH_IN,2079.42,C001766896,243471.9,241392.47999999998,C005478451,157161.91,0.0,0,0
699,PAYMENT,910.97,C008186519,25152.56,24241.59,C008550193,416102.46,0.0,0,0
178,PAYMENT,337.87,C006264805,202199.35,201861.48,C009091556,322246.81,0.0,0,0
234,DEBIT,415.96,C003830091,304574.94,304158.98,C005315556,251089.36,0.0,0,0
212,PAYMENT,13885.71,C001620870,124870.46,110984.75,C008657669,288314.55,0.0,0,0
583,CASH_IN,2025.25,C008512302,18278.08,16252.830000000002,C007104626,448663.71,0.0,0,0
516,PAYMENT,115287.63,C002755017,200197.16,84909.53,C005204307,489987.02,0.0,0,0
84,CASH_OUT,1784.62,C006570278,10011.21,8226.59,C001733099,66107.64,0.0,0,0
21,TRANSFER,1712.92,C004158322,497524.76,495811.84,C005478462,348149.52,0.0,0,0
26,CASH_IN,272.46,C008518103,310537.21,310264.75,C009749743,121686.63,0.0,0,0
164,CASH_OUT,9519.13,C007941877,61330.75,51811.62,C006730438,100054.45,0.0,0,0
225,PAYMENT,13537.4,C005184645,200452.83,186915.43,C009836377,493059.46,0.0,0,0
498,PAYMENT,2340.69,C005873108,14941.3,12600.609999999999,C003940490,388013.43,0.0,0,0
723,PAYMENT,3811.91,C003858745,252673.1,248861.19,C007233425,456394.29,0.0,0,0
15,CASH_OUT,202.45,C002701135,290994.22,290791.76999999996,C003930298,144474.97,0.0,0,0
730,CASH_IN,28440.97,C004002149,469956.24,441515.27,C006209342,291753.8,0.0,0,0
393,CASH_OUT,658.95,C004522057,110520.25,109861.3,C004778269,125351.56,0.0,0,0
361,PAYMENT,6091.66,C003424182,433790.93,427699.27,C004078943,234086.1,0.0,0,0
109,DEBIT,2824.95,C004708000,395043.02,392218.07,C009950762,471775.96,0.0,0,0
388,CASH_IN,4455.95,C007438421,39405.37,34949.420000000006,C000361269,159949.29,0.0,0,0
120,PAYMENT,9619.47,C001584272,229453.31,219833.84,C005573761,417671.38,0.0,0,0
232,CASH_IN,2757.96,C006142373,411426.18,408668.22,C006193058,3491.01,0.0,0,0
450,CASH_OUT,1549.18,C002918301,203127.62,201578.44,C002451164,366180.76,0.0,0,0
713,TRANSFER,932.03,C007170909,7164.3,6232.27,C000883899,320561.68,0.0,0,0
568,CASH_IN,14219.34,C008254357,129765.76,115546.42,C006485211,477024.26,0.0,0,0
504,PAYMENT,4259.99,C006055903,246638.98,242378.99000000002,C004974156,290556.64,0.0,0,0
473,CASH_IN,321.48,C008921924,482084.38,481762.9,C003335928,379987.37,0.0,0,0
739,PAYMENT,1837.59,C007072594,377772.98,375935.38999999996,C002248295,140581.47,0.0,0,0
77,CASH_IN,1429.23,C000403137,380698.49,379269.26,C007877025,451831.4,0.0,0,0
237,CASH_IN,3150.93,C002038262,476742.73,473591.8,C001844144,352752.4,0.0,0,0
461,PAYMENT,3185.46,C004164250,98833.25,95647.79,C000369169,152321.02,0.0,0,0
226,CASH_OUT,2438.05,C001088054,25346.88,22908.83,C007311749,470389.28,0.0,0,0
537,CASH_OUT,2557.9,C004618808,297040.62,294482.72,C006767948,379181.14,0.0,0,0
318,TRANSFER,702.29,C001773889,213194.87,212492.58,C007399373,97745.23,0.0,0,0
24,PAYMENT,6965.38,C007482153,185618.79,178653.41,C003361001,44860.13,0.0,0,0
277,TRANSFER,15954.44,C004800751,393820.14,377865.7,C008698764,223694.83,0.0,0,0
678,PAYMENT,13311.54,C002763037,438142.89,424831.35000000003,C006794827,432702.57,0.0,0,0
718,PAYMENT,2897.6,C003391367,250545.83,247648.22999999998,C006591956,47721.74,0.0,0,0
78,CASH_IN,2535.08,C008465256,269571.93,267036.85,C004121387,205022.11,0.0,0,0
335,CASH_IN,537.18,C002301481,58470.19,57933.01,C000906931,460414.55,0.0,0,0
61,CASH_IN,12609.2,C007161599,374583.24,361974.04,C005539856,388189.45,0.0,0,0
611,CASH_IN,1374.37,C005104965,240107.72,238733.35,C004897089,95486.08,0.0,0,0
463,PAYMENT,25973.4,C006307186,19161.06,0.0,C001813206,49693.07,0.0,0,0
305,PAYMENT,292.62,C006161575,338524.93,338232.31,C009159057,345729.36,0.0,0,0
11,TRANSFER,515.96,C001687981,404594.11,404078.14999999997,C009556526,283671.52,0.0,0,0
308,CASH_IN,5922.93,C005351133,358351.0,352428.07,C000518564,56957.21,0.0,0,0
108,PAYMENT,3422.33,C008659041,68567.58,65145.25,C000955883,129396.07,0.0,0,0
537,CASH_IN,791.53,C000758615,320879.54,320088.00999999995,C008018203,326299.22,0.0,0,0
561,TRANSFER,13143.8,C004490824,376188.28,363044.48000000004,C004796486,68652.13,0.0,0,0
713,PAYMENT,36179.3,C004935386,47358.4,11179.099999999999,C000799560,424292.16,0.0,0,0
349,PAYMENT,4087.4,C009488702,409919.35,405831.94999999995,C004982258,65343.81,0.0,0,0
208,CASH_OUT,6919.6,C004396648,57518.75,50599.15,C009281585,78900.22,0.0,0,0
290,TRANSFER,899.59,C002977660,270984.5,270084.91,C007690099,434375.99,0.0,0,0
588,CASH_IN,8964.08,C007585071,172728.84,163764.76,C002007777,205199.8,0.0,0,0
563,CASH_OUT,7741.82,C004985713,382411.52,374669.7,C006612810,190882.38,0.0,0,0
18,TRANSFER,1354.32,C001113625,71649.55,70295.23,C003339035,101121.09,0.0,0,0
398,DEBIT,2905.72,C004661758,62576.16,59670.44,C007976036,322512.07,0.0,0,0
122,PAYMENT,686.69,C009694692,385638.46,384951.77,C008558616,354507.27,0.0,0,0
129,CASH_OUT,1582.03,C004909741,60535.24,58953.21,C007127662,27177.83,0.0,0,0
220,CASH_OUT,2253.65,C007320135,109842.8,107589.15000000001,C008930536,138160.95,0.0,0,0
517,PAYMENT,24404.43,C008993006,231668.96,207264.53,C006003284,2499.63,0.0,0,0
576,CASH_IN,3418.19,C009477990,412516.01,409097.82,C005912997,313933.01,0.0,0,0
396,DEBIT,531.95,C008548674,173614.82,173082.87,C000912789,414839.23,0.0,0,0
599,CASH_OUT,2817.47,C003778120,114575.94,111758.47,C008129179,226909.55,0.0,0,0
690,PAYMENT,8028.6,C009803227,62063.33,54034.73,C009800350,85336.6,0.0,0,0
477,CASH_OUT,1544.51,C007300988,93957.77,92413.26000000001,C009022809,169559.03,0.0,0,0
5,CASH_OUT,138908.63,C002624624,243070.61,104161.97999999998,C006537075,220879.32,0.0,0,0
292,CASH_OUT,571.29,C006323667,411229.19,410657.9,C008056159,307196.62,0.0,0,0
489,PAYMENT,693.83,C008304646,474646.06,473952.23,C004758408,197433.92,0.0,0,0
133,PAYMENT,14429.81,C001126221,269035.0,254605.19,C009339990,208605.3,0.0,0,0
375,CASH_IN,7648.59,C008440312,266782.2,259133.61000000002,C003164591,119213.48,0.0,0,0
737,DEBIT,2196.9,C002190701,45859.23,43662.33,C008523079,399376.63,0.0,0,0
501,CASH_IN,4684.23,C005420919,448263.76,443579.53,C006282488,495241.04,0.0,0,0
107,CASH_IN,1934.34,C003175971,310229.35,308295.00999999995,C009444971,113820.14,0.0,0,0
679,PAYMENT,2296.76,C001371555,441684.34,439387.58,C005223829,327313.69,0.0,0,0
338,CASH_OUT,1941.6,C006124567,151065.52,149123.91999999998,C006295543,275887.47,0.0,0,0
4,CASH_IN,4618.02,C001104109,222058.0,217439.98,C008020927,441152.63,0.0,0,0
148,PAYMENT,9183.25,C000221070,240357.34,231174.09,C007650859,486757.82,0.0,0,0
390,PAYMENT,237.3,C006164703,373034.44,372797.14,C005901971,97306.28,0.0,0,0
719,PAYMENT,4775.06,C005429068,155627.88,150852.82,C008982876,400510.79,0.0,0,0
513,TRANSFER,21705.63,C004665596,277724.22,256018.58999999997,C008593487,205405.66,0.0,0,0
17,CASH_OUT,38.34,C008519057,22504.99,22466.65,C002808776,480849.2,0.0,0,0
232,CASH_OUT,23003.55,C009381083,476821.66,453818.11,C008930533,234964.02,0.0,0,0
138,TRANSFER,8110.37,C003572127,30467.12,22356.75,C004294240,275219.1,0.0,0,0
190,DEBIT,659.84,C001741792,349973.45,349313.61,C008656874,298970.5,0.0,0,0
164,PAYMENT,59240.74,C002590795,401172.09,341931.35000000003,C003334034,219995.34,0.0,0,0
162,CASH_IN,1195.79,C003892061,62968.97,61773.18,C007397214,18322.4,0.0,0,0
739,CASH_OUT,1283.18,C008137297,254776.5,253493.32,C005966652,470755.73,0.0,0,0
306,PAYMENT,1060.98,C005629213,2240.85,1179.87,C002403840,371192.56,0.0,0,0
293,CASH_IN,2735.91,C006861360,375194.31,372458.4,C009989706,378142.66,0.0,0,0
131,CASH_OUT,553.51,C003542103,484964.77,484411.26,C004672987,490992.99,0.0,0,0
422,PAYMENT,3698.71,C007097747,256078.5,252379.79,C005070030,218979.92,0.0,0,0
215,DEBIT,6227.08,C001336617,223185.0,216957.92,C000301108,54067.93,0.0,0,0
606,PAYMENT,8168.93,C009145851,215380.36,207211.43,C000076061,65749.53,0.0,0,0
308,CASH_OUT,3299.11,C000214236,315369.48,312070.37,C002521401,435851.32,0.0,0,0
173,PAYMENT,1564.68,C008825027,239979.3,238414.62,C003285460,121984.82,0.0,0,0
677,CASH_IN,394.86,C000454928,214909.74,214514.88,C004419614,190637.24,0.0,0,0
320,CASH_IN,8032.8,C009236810,130716.64,122683.84,C006681671,88459.72,0.0,0,0
115,TRANSFER,4788.23,C002334168,282784.51,277996.28,C001490281,307118.02,0.0,0,0
511,TRANSFER,944.31,C000936535,106385.05,105440.74,C003648927,41535.75,0.0,0,0
577,CASH_OUT,517.79,C003773591,400811.78,400293.99000000005,C003013905,277434.13,0.0,0,0
128,CASH_IN,1345.19,C008408508,432887.52,431542.33,C001530494,122228.04,0.0,0,0
215,TRANSFER,245.79,C008835807,386330.6,386084.81,C002370114,345781.88,0.0,0,0
411,CASH_OUT,14288.9,C005785157,76170.79,61881.88999999999,C002782111,297966.77,0.0,0,0
520,PAYMENT,19940.09,C007732089,52490.24,32550.149999999998,C006895310,404605.02,0.0,0,0
401,CASH_OUT,1035.09,C004558296,340510.82,339475.73,C001083346,339683.56,0.0,0,0
